,fe1ea8ce-193d-42da-8ff8-62d0522abe8c,2c179244-8bf2-4772-8940-97d8cb347fda,202ac868-0e26-4d2e-8712-649eeb8c73d8,67c448b6-1d2c-477c-8a86-20e356d3c3fe,29ccea15-fe1f-4416-aa19-24af34f5513c,5504ff3c-686b-46c5-be4d-abdc7720857a,10c4d62f-60c4-487e-bf0a-9d01a0f3e97e,b19edbeb-0d44-4c12-9a79-007efa81dcbf,cca8a6f1-b61f-4b17-b153-6eee8f2a1403,5c0758f1-971d-4aee-8862-a70c9a5330cf,52647f9e-b0b0-4f6b-b2ab-ff93212a5efc,e91a7e6a-ac4e-4c8d-b83c-ce778f7e240e,0bf6834d-ea67-4304-8a20-23a3b230bf76,c0be8024-ec7d-4660-9e45-4338623a898c,82548928-c387-4af6-8a38-733e9a0d7224,30ed6902-4937-42c6-bc3f-49b433ad7dbd,27101ebb-ba5d-45d9-9077-cdaca18a7485,89fbe591-4dd4-4975-892e-180305fdffc5,75f72d0c-126e-40b2-ba6e-17f2240665d2,746b8255-7b99-4a5e-b641-385af537db10,15f53c31-772d-4c98-86da-bb5f9b5cb3cd,3b72890e-1833-47a5-a62c-ffa15d368e4f,f6daad1c-94e8-46f2-b229-c913435e57dc,794fcbf6-cb65-4e9d-889c-acf2110db7a8,740a6d91-7f20-47be-a48e-7aeb657ade4e,ff6d2613-031f-4af3-8540-1807d18fe31b,8c7e1f14-5cce-44a0-af41-6e41d46c83ee,fa28540b-d238-4398-8cea-0c5280515e09,202da7da-224c-4054-96ef-070d53d31087,6a831ba8-b607-467b-88de-a889beecad0c,604746d6-5f50-4743-bf26-ec4f4f10be2f,c47fa8e5-b0ba-425a-8068-c8153dbfc911,68b92187-69c0-4e73-aa69-0557299f1282,6ec35d03-77ec-4606-921e-bdcc09976d98,697fa9df-3a8f-4e77-a0ee-d3c1bfe358f6,d8985c74-76e9-4456-b552-4aec8739a898,e0d4baf4-20e5-4d88-9561-c3f263e72688,a6865dd6-904e-4966-b18b-4e3888069400,2c3bc4b4-0157-4ae9-98cd-945918743e8d,432b981d-6e9d-41c6-ba40-204249266a5b
41ab75e1-c911-4fc8-b10b-323861bb338d,1000,1000,1000,-100,-10,0,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,1000,1000,-100,-10,0,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000
3e2fc79f-6829-4fce-943c-4e1cb2f01eac,-10,-5,-100,1000,1000,1000,1000,1000,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-5,-100,1000,1000,1000,1000,1000,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000
7a536da1-141f-4e7b-95ea-6ea8dc3d5f8e,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,1000,1000,1000,-10,-30,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,1000,1000,1000,-10,-30
e35810c2-6158-471c-8b55-150414e0b9e9,1000,0,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,1000,1000,1000,0,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,1000,1000
d5c1a75c-65fa-4955-bdac-0024d1ae7f8b,-100,1000,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,0,-100,1000,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,0
8a1c6d97-3d89-4b19-91ba-f2feaad95eb2,-100,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,-30,1000,1000,-100,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,-30,1000,1000
d7750417-5d70-4a42-ba4d-aab36905e033,-100,1000,1000,1000,1000,1000,1000,-30,1000,1000,-5,0,1000,1000,1000,1000,1000,1000,1000,-10,-100,1000,1000,1000,1000,1000,1000,-30,1000,1000,-5,0,1000,1000,1000,1000,1000,1000,1000,-10
d40c40c9-03f0-4e68-bf34-93d42cfef4d2,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,1000,0,1000,-30,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,1000,0,1000,-30,1000
7e0c4113-4ca6-424a-ad94-cd1ea145a3a6,1000,-10,-100,0,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,0,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
6b716d11-087c-47af-a68e-b5d7f431d47f,-100,-10,1000,1000,1000,-5,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,-100,-10,1000,1000,1000,-5,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000
f3273d8f-3168-45a5-abfd-1d4d3d7fe424,-10,-30,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000,-10,-30,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000
a754e424-e453-4866-a95c-0fbe7a6ab0a4,-100,1000,1000,1000,0,1000,1000,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,-30,1000,1000,-100,1000,1000,1000,0,1000,1000,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,-30,1000,1000
7c35c9a9-f129-40de-8b0b-b2438d8f3cfb,0,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,-5,0,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,-5
17cc0c5d-cc0a-44cf-a774-62b5b83e0807,-100,1000,1000,0,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-10,1000,-30,1000,1000,-100,1000,1000,0,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-10,1000,-30,1000,1000
ae486c48-4973-4d7b-bcde-639174fbb3f0,-5,0,-30,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,-5,0,-30,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000
582434ec-333c-4739-9131-37c703dd2236,1000,-100,0,-10,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-30,1000,1000,1000,-100,0,-10,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-30,1000,1000
15eef245-3aae-4894-b15b-fe5977bee9c8,1000,0,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,1000,1000,0,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,1000
9b2e33c5-76df-4aed-a28e-f045b9814f05,-100,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-5,1000,1000,1000,-30,1000,1000,-100,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-5,1000,1000,1000,-30,1000,1000
92aec3cd-7715-4fcc-8149-7a67870daa18,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-100,1000,-30,1000,1000,-5,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-100,1000,-30,1000,1000,-5,1000,-10,1000,1000
e46b7251-481e-44cb-905c-7066c6e6217c,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,-30,1000,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,-30,1000
6a9c4d88-10ce-4fac-8c80-80779d162652,-100,-10,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,1000,-100,-10,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,1000
cfc02b0a-05f2-4c7c-958a-b4d4dddce219,1000,-5,-100,-30,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-5,-100,-30,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0
e0017c8a-d736-4c13-b27e-45f418ebbeec,-30,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000,-30,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000
9a356951-ccf1-4a04-b2ea-a4faf05af2ea,0,1000,-100,1000,1000,1000,1000,-10,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,-100,1000,1000,1000,1000,-10,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-5
43b013e5-914b-439a-8486-ecda10b6130b,1000,1000,1000,-100,1000,1000,1000,-5,1000,1000,-10,0,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-100,1000,1000,1000,-5,1000,1000,-10,0,1000,1000,1000,1000,1000,1000,1000,-30
b7fe04ce-1100-41b0-85d0-61fde2f991e0,1000,-100,-10,1000,1000,1000,1000,0,1000,1000,1000,-5,1000,-30,1000,1000,1000,1000,1000,1000,1000,-100,-10,1000,1000,1000,1000,0,1000,1000,1000,-5,1000,-30,1000,1000,1000,1000,1000,1000
85017d63-f87d-445d-9782-454a2bc3f1fc,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,1000,-5,-30,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,1000,-5,-30,1000,1000
c6202d3d-0e3b-4efd-9c6d-fa4637549d67,1000,1000,1000,1000,-10,1000,1000,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,-10,1000,1000,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-100
ada23be4-6f52-4c0d-bdf1-d5219140a7fe,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-5,-10,1000,-100,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-5,-10,1000,-100,1000
e510e03e-b322-4b50-8ee6-e20eabb82778,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,0,-5,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,0,-5,1000,1000,1000,1000,1000,-30
0a506638-56d1-46ee-beff-22fb05d3bc8d,-100,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,0,-10,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,0,-10,1000
b47b2a11-c00e-407b-b7fb-2a9dad670392,1000,1000,-10,-30,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,-10,-30,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,-100
cb525524-403b-4290-9069-32a127938feb,-100,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,0,1000,1000,-100,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,0,1000,1000
cf0583cb-bfb9-46de-98ae-57b13548506e,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,1000,-5,1000,0,1000,1000,1000,-10,1000,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,1000,-5,1000,0,1000,1000,1000,-10,1000,1000
2771e318-eb1e-4c61-a7ae-0b62fbe24940,-100,0,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,-30,-100,0,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,-30
1be3afc5-3f77-439e-b0fc-70ada844084d,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,1000,-30,-10,1000,1000,1000,1000,-5,1000,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,1000,-30,-10,1000,1000,1000,1000,-5,1000,1000
81cab043-c4cf-4ced-a142-2a6ec352b699,0,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-5,1000,1000,1000,0,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-5,1000,1000,1000
90f68e4a-53a5-4e59-9d93-5e3debcc6894,-30,1000,1000,0,1000,1000,1000,1000,1000,1000,-5,-100,1000,1000,1000,1000,1000,1000,-10,1000,-30,1000,1000,0,1000,1000,1000,1000,1000,1000,-5,-100,1000,1000,1000,1000,1000,1000,-10,1000
a14bb8d9-ad6f-4b53-93bb-bf13cd36d11b,1000,1000,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-10,0,1000,1000,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-10,0
7f0644c9-0134-4bed-9619-198b449546bf,1000,1000,1000,1000,-10,1000,-5,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-10,1000,-5,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,0,1000
d21ce57b-f60a-468c-abca-ad1e9a2dc1c7,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,-10,1000,1000,1000,-5,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,-10,1000,1000,1000,-5,1000
e9cc213a-c48c-46da-ab58-60c9b96f8c18,1000,-30,1000,-10,-100,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-30,1000,-10,-100,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,0,1000,1000
55896886-29db-44be-989e-02cfb3d1e902,1000,1000,-30,-100,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,-30,-100,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,1000,1000,1000,-10,1000,1000
bcd06aa6-5000-4317-894b-40818cdcfba5,-100,-30,0,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,-100,-30,0,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000
3c4abac3-fd74-4fc9-9b7e-9296dae47161,1000,0,1000,-5,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,1000,-30,1000,0,1000,-5,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,1000,-30
9e28b868-ef3e-405e-9dab-dfff2d3484ed,1000,-30,0,-5,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,-30,0,-5,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000
5dcee019-f44c-407e-9e98-2c8c708efb1c,-5,1000,-100,1000,-10,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,0,-5,1000,-100,1000,-10,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,0
5de96163-88a9-4a39-a5d4-efd5a3997b1d,0,1000,-10,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5,1000,1000,0,1000,-10,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-5,1000,1000
f1994a9a-5c10-4d8d-96ca-227bbf14a9fe,1000,0,-100,1000,1000,1000,1000,1000,1000,1000,1000,-5,-30,1000,1000,1000,1000,1000,-10,1000,1000,0,-100,1000,1000,1000,1000,1000,1000,1000,1000,-5,-30,1000,1000,1000,1000,1000,-10,1000
e1dffe3c-dc23-4527-a13e-0564cbd569e4,-100,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,0,1000,-30,1000,1000,1000,-5,1000,1000,-100,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,0,1000,-30,1000,1000,1000,-5,1000,1000
f272472a-87cf-4f77-829d-07774fc5059a,1000,1000,1000,1000,-100,1000,1000,0,1000,1000,1000,1000,-30,-5,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,1000,0,1000,1000,1000,1000,-30,-5,1000,1000,1000,-10,1000,1000
825a3a33-8ec0-4628-ba49-3f1cfdc2149a,1000,1000,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,-10,1000,1000,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,-10
a6965d83-560d-488b-acd6-04584b8fbcbf,-5,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,0,1000,1000,-100,1000,1000,-5,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,0,1000,1000,-100,1000,1000
dc34cf8d-db83-4639-8bcf-cf03a14459d5,1000,1000,-5,-30,1000,1000,1000,1000,1000,1000,0,-100,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,-5,-30,1000,1000,1000,1000,1000,1000,0,-100,1000,1000,1000,1000,1000,1000,-10,1000
9fa4799f-4491-4748-88de-8d1156523131,-5,1000,1000,-10,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-30,1000,-5,1000,1000,-10,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-100,-30,1000
802fd955-3f63-4fc2-bfee-6f8adb3a555f,-5,1000,-100,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-10,1000,1000,-5,1000,-100,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-10,1000,1000
667a8a75-80ce-4926-8f42-734b542023bd,-5,0,1000,1000,-100,1000,-10,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,-100,1000,-10,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000
f3a82d16-dadb-4073-9c5f-2fe6a6d756ad,-10,-5,-100,1000,1000,1000,1000,1000,1000,1000,-30,0,1000,1000,1000,1000,1000,1000,1000,1000,-10,-5,-100,1000,1000,1000,1000,1000,1000,1000,-30,0,1000,1000,1000,1000,1000,1000,1000,1000
06727ed7-14e2-4740-85cc-2fe0e080e11f,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-10,1000,-30,-5,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-10,1000,-30,-5,1000,1000
c399fc95-ed15-418f-922e-2423c1e801b6,-100,1000,1000,-30,-5,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,0,1000,-100,1000,1000,-30,-5,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,0,1000
149ecb3e-4e58-4bfe-afb9-b8abd96f5d70,-10,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-30,-100,1000,-10,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-30,-100,1000
2286e392-7067-4786-94e7-ebd4f06d0009,-100,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-30,1000,-10,-100,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,-30,1000,-10
9e75f63c-90c9-45fc-9122-352c6545f1d5,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,-10,-100,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,-10,-100,-5,1000,1000,1000,1000,1000
a0ccd9f4-87a8-404b-9ca0-12ebe2120112,1000,1000,1000,1000,-100,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-5,1000,1000,1000,1000,1000,1000,-100,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-5,1000,1000
9354f887-6d4e-49c9-a235-8e7d4a919499,1000,1000,-100,1000,-30,1000,1000,1000,1000,1000,1000,0,-5,1000,1000,1000,1000,1000,1000,-10,1000,1000,-100,1000,-30,1000,1000,1000,1000,1000,1000,0,-5,1000,1000,1000,1000,1000,1000,-10
a7b90c41-c05b-409e-b0c1-eb039aa81828,-100,-5,1000,-30,1000,1000,1000,1000,1000,1000,1000,0,1000,-10,1000,1000,1000,1000,1000,1000,-100,-5,1000,-30,1000,1000,1000,1000,1000,1000,1000,0,1000,-10,1000,1000,1000,1000,1000,1000
71dfe254-66df-428d-9423-44fb8397b1d2,-100,1000,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-5,1000,-100,1000,-10,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,-5,1000
f78ee5e7-ccc2-4fab-87c1-480cc24466c4,-100,1000,-10,-5,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-100,1000,-10,-5,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000
831fbc4b-7e29-440d-9380-8e9f82dd0c1c,1000,1000,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-10,-5,1000,1000,1000,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-10,-5,1000
0497d161-66d6-4fe2-ab21-7ffbd312d0d5,1000,-100,1000,1000,0,1000,1000,1000,1000,1000,-5,-10,1000,1000,1000,1000,1000,1000,1000,-30,1000,-100,1000,1000,0,1000,1000,1000,1000,1000,-5,-10,1000,1000,1000,1000,1000,1000,1000,-30
dbb47e9b-f135-4333-8ad8-3830fd4fbf0b,1000,1000,1000,1000,1000,1000,-30,1000,0,1000,1000,-100,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,0,1000,1000,-100,-5,1000,1000,-10,1000,1000,1000,1000
aa47e213-0255-4500-9c4c-45ce7b56c763,1000,-10,1000,-30,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,0,1000,1000,1000,-10,1000,-30,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,0,1000,1000
e5e59610-c77c-4713-ae1d-6bfd7c868e36,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-5,1000,1000,1000,-10,1000,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,-5,1000,1000,1000,-10,1000,1000
31cc262c-0123-405c-be2f-b938dc194010,0,1000,-10,1000,1000,1000,1000,-5,1000,1000,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,0,1000,-10,1000,1000,1000,1000,-5,1000,1000,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000
ee96c09a-a8ee-4126-94d7-08e9e8c960d1,1000,1000,1000,-100,-5,1000,1000,1000,0,1000,-10,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,-100,-5,1000,1000,1000,0,1000,-10,1000,1000,1000,1000,1000,-30,1000,1000,1000
28441a01-d8f7-469f-80d6-de80c159cf6b,1000,1000,1000,-100,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,-10,-5,1000,1000,1000,-100,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,-10,-5
953182d4-f7ee-40d8-b966-0538a4aaae94,1000,-100,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-5,1000,-100,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,-5
7d45b4ac-013e-4d6e-9bdb-c3f62679e5c8,1000,-5,-100,-30,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,-5,-100,-30,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000
ddd8ad07-ab02-4d08-a569-1298aa0ddeb9,1000,1000,1000,-100,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-5,-10,1000,1000,1000,1000,-100,0,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-5,-10,1000
